Week_Start_Date,Ratio,Gas_Price,TNP_Trips,Transit_Ridership,Bus_Rides,Rail_Boardings,Time,Quarter,Cases,Lockdown,Population,Unemployment_Rate,No_Vehicle_Pct,Weekly_Inc,ln_Ratio,ln_TNP_Trips,ln_Transit_Ridership,ln_Bus_Rides,ln_Rail_Boardings,February,March,April,May,June,July,August,September,October,November,December,Spring,Summer,Fall,Year_2019,Year_2020,Year_2021,Month,Season,Year
2020-06-08,4.987477736676257,2.337,72990,364036.0,263520.0,100516.0,83.0,2,1440.0,0,9454282,15.1,26.8,1355.2885203912801,1.6069303183817096,11.198077724445678,12.805008042827387,12.481884545411468,11.518072197789758,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,6,3,2020
2020-06-15,5.270724464788184,2.34,77119,406473.0,294517.0,111956.0,84.0,2,1285.0,0,9454282,15.1,26.8,1355.2885203912801,1.6621678227044674,11.253104962395378,12.915272785099846,12.593092005365312,11.62586121594579,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,6,3,2020
2020-06-22,4.522065116503333,2.332,82959,375146.0,260524.0,114622.0,85.0,2,1343.0,0,9454282,15.1,26.8,1355.2885203912801,1.5089687736864947,11.326101788828831,12.835070562515325,12.470450266450037,11.649395036915283,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,6,3,2020
2020-06-29,4.560437617416289,2.372,90490,412674.0,279383.0,133291.0,86.0,2,1413.0,0,9454282,15.1,26.8,1355.2885203912801,1.517418587653233,11.41299462634518,12.930413213998412,12.540338879286743,11.800289987008213,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,6,3,2020
2020-07-06,4.925688632710747,2.357,90215,444371.0,301317.0,143054.0,87.0,3,1805.0,0,9454282,12.8,26.8,1347.3687695252002,1.594464088750261,11.409950989342398,13.00441507809266,12.615918145697316,11.870977460338281,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,3,2020
2020-07-13,5.033813510044214,2.398,91147,458817.0,309700.0,149117.0,88.0,3,1780.0,0,9454282,12.8,26.8,1347.3687695252002,1.6161778499490733,11.420228866784042,13.036406716733115,12.643359365961294,11.912486511691297,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,3,2020
2020-07-20,5.028741011551464,2.37,90811,456665.0,307261.0,149404.0,89.0,3,1970.0,0,9454282,12.8,26.8,1347.3687695252002,1.6151696568681757,11.416535702626327,13.031705359494502,12.63545282825203,11.914409325084156,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,3,2020
2020-07-27,4.918650172251801,2.359,89404,439747.0,295579.0,144168.0,90.0,3,2108.0,0,9454282,12.8,26.8,1347.3687695252002,1.5930341376285608,11.400920702889985,12.993954840518546,12.596691423584005,11.878734565198107,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,3,2020
2020-08-03,5.1870959315614185,2.345,91878,476580.0,324028.0,152552.0,91.0,3,2213.0,0,9454282,12.0,26.8,1347.3687695252002,1.64617398981197,11.428216889043263,13.074390878855233,12.688585210793581,11.935260800514463,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,8,3,2020
2020-08-10,4.132230814991077,2.353,84050,347314.0,250672.0,96642.0,92.0,3,2267.0,0,9454282,12.0,26.8,1347.3687695252002,1.418817410053281,11.339167138836762,12.757984548890043,12.43190059063327,11.478768708318734,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,8,3,2020
2020-08-17,4.978308026030369,2.319,90817,452115.0,304431.0,147684.0,93.0,3,2548.0,0,9454282,12.0,26.8,1347.3687695252002,1.605090079497997,11.416601771734637,13.021691851232633,12.626199739468985,11.902830134960338,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,8,3,2020
2020-08-24,4.763091871664576,2.33,94066,448045.0,295919.0,152126.0,94.0,3,2483.0,0,9454282,12.0,26.8,1347.3687695252002,1.5608970102458803,11.451751942535408,13.012648952781289,12.597841047208926,11.932464403809718,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,8,3,2020
2020-08-31,4.993150757890476,2.357,93879,468752.0,312659.0,156093.0,95.0,3,2188.0,0,9454282,12.0,26.8,1347.3687695252002,1.6080671249121314,11.44976199801219,13.057829122924321,12.652868418763761,11.958207262448717,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,8,3,2020
2020-09-07,3.0106975935528077,2.354,97779,294383.0,189391.0,104992.0,96.0,3,1791.0,0,9454282,11.1,26.8,1347.3687695252002,1.1021718105643137,11.490465109040045,12.59263691960436,12.151568940125667,11.561639435760828,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,9,4,2020
2020-09-14,4.871297609504429,2.329,97302,473987.0,314508.0,159479.0,97.0,3,2188.0,0,9454282,11.1,26.8,1347.3687695252002,1.5833603511933425,11.485574822947429,13.068935174140773,12.65876479200102,11.9796675310969,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,9,4,2020
2020-09-21,4.7769534364937565,2.316,99069,473248.0,312717.0,160531.0,98.0,3,2289.0,0,9454282,11.1,26.8,1347.3687695252002,1.5638029869233823,11.503571856043113,13.067374842966496,12.653053907174467,11.986242349319285,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,9,4,2020
2020-09-28,4.551897227320073,2.309,100805,458854.0,299874.0,158980.0,99.0,3,2435.0,0,9454282,11.1,26.8,1347.3687695252002,1.5155441190911392,11.520943236563811,13.03648735565495,12.611117665413634,11.976533687127104,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,9,4,2020
2020-10-05,4.903422091222461,2.301,100085,490759.0,326242.0,164517.0,100.0,4,3533.0,0,9454282,8.2,26.8,1412.0550826005401,1.589933347322356,11.513775103924806,13.103708451247163,12.695394716245596,12.010769187313041,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,10,4,2020
2020-10-12,4.234330159309624,2.267,98613,417560.0,271925.0,145635.0,101.0,4,5118.0,0,9454282,8.2,26.8,1412.0550826005401,1.443225147780622,11.498958377741612,12.942183525522235,12.51328157196205,11.888858770472355,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,10,4,2020
2020-10-19,4.4758235219524565,2.233,102517,458848.0,300842.0,158006.0,102.0,4,7095.0,0,9454282,8.2,26.8,1412.0550826005401,1.4986903620478267,11.537783917466939,13.036474279514765,12.614340488970361,11.970388285971628,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,10,4,2020
2020-10-26,4.417120393120393,2.249,101750,449442.0,294204.0,155238.0,103.0,4,10257.0,0,9454282,8.2,26.8,1412.0550826005401,1.4854879890055281,11.53027410330484,13.01576209231037,12.592028683250113,11.952714702122346,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,10,4,2020
2020-11-02,4.776115337063348,2.223,95442,455842.0,301558.0,154284.0,104.0,4,14709.0,0,9454282,8.2,26.8,1412.0550826005401,1.5636275251000822,11.466274012126416,13.029901537226497,12.616717648124311,11.94655033887225,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11,4,2020
2020-11-09,5.09237387392318,2.237,91357,465224.0,308098.0,157126.0,105.0,4,17196.0,0,9454282,8.2,26.8,1412.0550826005401,1.6277441017867218,11.422530187222842,13.050274289009563,12.638173193164794,11.964803310231883,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11,4,2020
2020-11-16,4.770805603808062,2.203,88654,422951.0,282290.0,140661.0,106.0,4,13915.0,0,9454282,8.2,26.8,1412.0550826005401,1.562515180327217,11.392496431747816,12.955011612075033,12.550690190305623,11.854108019178414,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11,4,2020
2020-11-23,4.912060155276973,2.172,85911,422000.0,283365.0,138635.0,107.0,4,9804.0,0,9454282,8.2,26.8,1412.0550826005401,1.5916934373653273,11.361067155652822,12.952760593018148,12.554491098259062,11.839599859111331,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11,4,2020
2020-11-30,4.374428034249989,2.171,88292,386227.0,255801.0,130426.0,108.0,4,12656.0,0,9454282,8.2,26.8,1412.0550826005401,1.475775776234435,11.388404782261102,12.864180558495537,12.452155077423383,11.77856129510291,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11,4,2020
2020-12-07,4.732589457483647,2.241,85767,405900.0,272363.0,133537.0,109.0,4,10872.0,0,9454282,8.2,26.8,1412.0550826005401,1.5544725067190186,11.35938959610797,12.91386210282699,12.51489101436955,11.80213387198054,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,1,2020
2020-12-14,4.480627102141972,2.216,90384,404977.0,269583.0,135394.0,110.0,4,8566.0,0,9454282,8.2,26.8,1412.0550826005401,1.499763014787556,11.411822539565044,12.9115855543526,12.50463159965233,11.815944325332222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,1,2020
2020-12-21,4.402528423731844,2.28,95079,418588.0,280892.0,137696.0,111.0,4,6338.0,0,9454282,8.2,26.8,1412.0550826005401,1.4821790176381022,11.46246340395984,12.944642421597942,12.545725532800695,11.832803635638326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,1,2020
2020-12-28,4.225011801126321,2.388,91093,384869.0,259552.0,125317.0,112.0,4,7784.0,0,9454282,8.2,26.8,1412.0550826005401,1.4410220539712295,11.419636241656951,12.86065829562818,12.466712346870072,11.738601806062707,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,1,2020
2021-01-04,4.369837626097762,2.363,94966,414986.0,282862.0,132124.0,113.0,1,8972.0,0,9601605,8.7,26.8,1378.9802698476599,1.4747258519178108,11.461274211786229,12.936000063704041,12.552714425185144,11.791496154553547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2021
2021-01-11,4.086170589829661,2.42,95926,391970.0,262355.0,129615.0,114.0,1,6754.0,0,9601605,8.7,26.8,1378.9802698476599,1.4076082453598726,11.471332339871866,12.878940585231739,12.477453827442872,11.77232379694361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2021
2021-01-18,3.661663909241314,2.489,93082,340835.0,227108.0,113727.0,115.0,1,5123.0,0,9601605,8.7,26.8,1378.9802698476599,1.2979176641161951,11.441236104078383,12.739153768194578,12.333180954245549,11.641556118566267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2021
2021-01-25,4.192123319860889,2.537,95751,401400.0,265782.0,135618.0,116.0,1,4116.0,0,9601605,8.7,26.8,1378.9802698476599,1.4332073644917895,11.469506350852585,12.902713715344374,12.49043170287788,11.817597389041644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2021
2021-02-01,4.322131353168431,2.571,99655,430722.0,285366.0,145356.0,117.0,1,3205.0,0,9601605,8.3,26.8,1378.9802698476599,1.4637486493786427,11.509469499996838,12.97321814937548,12.561527845884058,11.886941184804803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2021
2021-02-08,3.817695608434106,2.599,97414,371897.0,242899.0,128998.0,118.0,1,2396.0,0,9601605,8.3,26.8,1378.9802698476599,1.3396469967282787,11.486725216467754,12.826372213196032,12.400400998061246,11.767552179347653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2021
2021-02-15,5.2931494886048736,2.614,59543,315170.0,196912.0,118258.0,119.0,1,1845.0,0,9601605,8.3,26.8,1378.9802698476599,1.6664134351758566,10.994454019595349,12.660867454771205,12.190512207412118,11.680623957342755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2021
2021-02-22,4.129464112981235,2.754,103380,426904.0,280331.0,146573.0,120.0,1,2016.0,0,9601605,8.3,26.8,1378.9802698476599,1.4181476438279754,11.546166798750031,12.964314442578006,12.54372632682784,11.89527887684763,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2021
2021-03-01,4.48188911784525,2.892,102397,458932.0,309106.0,149826.0,121.0,1,1925.0,0,9601605,7.4,26.8,1378.9802698476599,1.5000446356361306,11.536612694283383,13.036657329919514,12.641439539125601,11.917229899757642,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,2021
2021-03-08,4.635132507631584,2.977,102862,476779.0,317267.0,159512.0,122.0,1,2134.0,0,9601605,7.4,26.8,1378.9802698476599,1.5336647870949542,11.541143563044212,13.074808350139167,12.667498969641377,11.979874433486735,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,2021
2021-03-15,3.917718078562641,3.07,104859,410808.0,265818.0,144990.0,123.0,1,2628.0,0,9601605,7.4,26.8,1378.9802698476599,1.3655093614874494,11.56037186955616,12.92588123104361,12.490567143058673,11.88442005350724,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,2021
2021-03-22,4.559051557657344,3.053,106153,483957.0,319333.0,164624.0,124.0,1,3708.0,0,9601605,7.4,26.8,1378.9802698476599,1.517114610151202,11.57263672862559,13.089751338776791,12.673989724443008,12.011419364615591,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,2021
2021-03-29,4.553609241473191,3.005,105784,481699.0,316586.0,165113.0,125.0,1,4407.0,0,9601605,7.4,26.8,1378.9802698476599,1.5159201583985975,11.569154558236658,13.085074716635257,12.665350205615567,12.014385366965856,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,2021
2021-04-05,4.564375743162901,3.061,105125,479830.0,313426.0,166404.0,126.0,2,5142.0,0,9601605,7.5,26.8,1405.3429370644799,1.5182817562103317,11.56290539727525,13.081187153485581,12.65531856653509,12.022173845541865,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,2021
2021-04-12,4.838817200109157,3.021,102604,496482.0,326192.0,170290.0,127.0,2,4410.0,0,9601605,7.5,26.8,1405.3429370644799,1.5766703107201114,11.538632197313634,13.115302508033745,12.69524144403692,12.04525814502065,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,2021
2021-04-19,4.525463295159917,3.063,104523,473015.0,307407.0,165608.0,128.0,2,3722.0,0,9601605,7.5,26.8,1405.3429370644799,1.5097199575815343,11.557162421863278,13.066882379444813,12.635927881460415,12.017378828945189,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,2021
2021-04-26,4.920604951168786,3.099,104339,513411.0,337128.0,176283.0,129.0,2,3498.0,0,9601605,7.5,26.8,1405.3429370644799,1.5934314805001877,11.55540049247832,13.148831972978506,12.728217959178856,12.079845937190962,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,2021
2021-05-03,4.873718796099393,3.148,104394,508787.0,334667.0,174120.0,130.0,2,2770.0,0,9601605,7.4,26.8,1405.3429370644799,1.583857258852398,11.555927481514772,13.139784740367169,12.720891286581143,12.067499995666234,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5,2,2021
2021-05-10,4.657638535121979,3.197,106002,493719.0,317899.0,175820.0,131.0,2,1999.0,0,9601605,7.4,26.8,1405.3429370644799,1.538508567575558,11.571213240840736,13.109721808416293,12.669489001250662,12.07721602340517,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5,2,2021
2021-05-17,4.908858123698576,3.261,106614,523353.0,333150.0,190203.0,132.0,2,1690.0,0,9601605,7.4,26.8,1405.3429370644799,1.5910413533949894,11.57697011417313,13.16801146756812,12.716348117990684,12.155847201839698,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5,2,2021
2021-05-24,4.9968140071568055,3.243,107031,534814.0,338290.0,196524.0,133.0,2,962.0,0,9601605,7.4,26.8,1405.3429370644799,1.6088005107681733,11.580873791109585,13.189674301877758,12.73165879476939,12.188539840237867,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5,2,2021
2021-05-31,3.1444624854372494,3.27,109011,342781.0,194901.0,147880.0,134.0,2,557.0,0,9601605,7.4,26.8,1405.3429370644799,1.1456429647147202,11.599204073550652,12.744847038265371,12.180247016318816,11.904156413050568,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5,2,2021
2021-06-07,5.162977582201742,3.339,105898,546749.0,343982.0,202767.0,135.0,2,422.0,0,9601605,8.5,26.8,1405.3429370644799,1.6415134638779638,11.570231645669894,13.211745109547858,12.748344609405109,12.21981281556503,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6,3,2021
2021-06-14,5.530072684642438,3.394,106625,589644.0,362267.0,227377.0,136.0,2,283.0,0,9601605,8.5,26.8,1405.3429370644799,1.7102009591445093,11.57707328479398,13.287274243938489,12.800136787998296,12.33436471182352,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6,3,2021
2021-06-21,5.328085179709961,3.36,110261,587480.0,349781.0,237699.0,137.0,2,253.0,0,9601605,8.5,26.8,1405.3429370644799,1.672991920293095,11.610605561574705,13.2835974818678,12.765062523339001,12.378760446355843,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6,3,2021
2021-06-28,4.966452419210855,3.342,112020,556342.0,337566.0,218776.0,138.0,2,309.0,0,9601605,8.5,26.8,1405.3429370644799,1.6027057862812335,11.626432705763824,13.229138492045056,12.729516325731781,12.295803654299768,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6,3,2021
2021-07-05,3.5245014606884286,3.37,118095,416226.0,237811.0,178415.0,139.0,3,432.0,0,9601605,7.5,26.8,1438.9268539692998,1.259738996670189,11.679244664286678,12.938983660956866,12.379231519528105,12.09186757631095,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,7,3,2021
2021-07-12,5.197647567567568,3.365,115625,600978.0,363268.0,237710.0,140.0,3,824.0,0,9601605,7.5,26.8,1438.9268539692998,1.648206132375377,11.658107474814726,13.306313607190104,12.802896132854528,12.378806722299302,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,7,3,2021
2021-07-19,5.763999005497389,3.414,108597,625953.0,377772.0,248181.0,141.0,3,1362.0,0,9601605,7.5,26.8,1438.9268539692998,1.7516315056003748,11.59539906179102,13.347030567391396,12.842046118015567,12.421913597654042,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,7,3,2021
2021-07-26,5.597246887728506,3.375,113181,633502.0,373206.0,260296.0,142.0,3,2063.0,0,9601605,7.5,26.8,1438.9268539692998,1.7222748496614948,11.636743586140783,13.359018435802279,12.829885824996508,12.469574723980221,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,7,3,2021
2021-08-02,5.751124125176778,3.456,110308,634395.0,374987.0,259408.0,143.0,3,2895.0,0,9601605,7.1,26.8,1438.9268539692998,1.7493953357323624,11.611031732076555,13.360427067808917,12.834646637684978,12.466157390789851,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8,3,2021
2021-08-09,4.849489387180287,3.412,118583,575067.0,334547.0,240520.0,144.0,3,3538.0,0,9601605,7.1,26.8,1438.9268539692998,1.5788734184132038,11.683368416317284,13.262241834730487,12.720532656901291,12.390558525153505,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8,3,2021
2021-08-16,5.708226826004706,3.395,108365,618572.0,371748.0,246824.0,145.0,3,3475.0,0,9601605,7.1,26.8,1438.9268539692998,1.741908437087959,11.593260437622503,13.335168874710462,12.82597148434828,12.416430811017984,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8,3,2021
2021-08-23,6.215620033687657,3.333,105083,653156.0,389873.0,263283.0,146.0,3,3600.0,0,9601605,7.1,26.8,1438.9268539692998,1.827065484055381,11.562505793068379,13.38957127712376,12.873576324047637,12.480984778265155,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8,3,2021
2021-08-30,6.811837169453064,3.334,107965,735440.0,452128.0,283312.0,147.0,3,3324.0,0,9601605,7.1,26.8,1438.9268539692998,1.9186618590287043,11.589562379508932,13.508224238537636,13.021720604565534,12.554304042845999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8,3,2021
2021-09-06,3.5151603595790455,3.404,119918,421531.0,231171.0,190360.0,148.0,3,3196.0,0,9601605,5.3,26.8,1438.9268539692998,1.2570851457238614,11.694563454852213,12.951648600576075,12.350912975387091,12.156672295235047,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,9,4,2021
2021-09-13,6.0674165516121175,3.356,123130,747081.0,450527.0,296554.0,149.0,3,3062.0,0,9601605,5.3,26.8,1438.9268539692998,1.8029329051844645,11.720995986786917,13.523928891971382,13.01817328764192,12.59998460562642,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,9,4,2021
2021-09-20,6.105367498868918,3.404,121565,742199.0,443252.0,298947.0,150.0,3,2556.0,0,9601605,5.3,26.8,1438.9268539692998,1.809168302125864,11.708204378136134,13.517372680261998,13.001893736052613,12.608021579135768,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,9,4,2021
2021-09-27,6.426038216560509,3.342,117750,756666.0,458134.0,298532.0,151.0,3,2561.0,0,9601605,5.3,26.8,1438.9268539692998,1.8603582078531546,11.676319011878665,13.53667721973182,13.034916996723402,12.606632408749064,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,9,4,2021
2021-10-04,5.890717799449234,3.421,127459,750825.0,453108.0,297717.0,152.0,4,2329.0,0,9601605,5.1,26.8,1452.6111957699998,1.773377857716905,11.75555002323889,13.528927880955795,13.023885786645907,12.603898649841055,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,10,4,2021
2021-10-11,4.692471833390235,3.498,128876,604747.0,335704.0,269043.0,153.0,4,2087.0,0,9601605,5.1,26.8,1452.6111957699998,1.545959486986401,11.766605980745995,13.312565467732396,12.723985098297794,12.502626497110233,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,10,4,2021
2021-10-18,5.825115586309616,3.524,128908,750904.0,447658.0,303246.0,154.0,4,2067.0,0,9601605,5.1,26.8,1452.6111957699998,1.7621788423981735,11.766854250616618,13.52903309301479,13.011784827007274,12.622299636282369,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,10,4,2021
2021-10-25,4.889630332603514,3.558,133823,654345.0,384314.0,270031.0,155.0,4,2347.0,0,9601605,5.1,26.8,1452.6111957699998,1.587116704024615,11.804273310259191,13.391390014283806,12.85921520576188,12.50629204620461,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,10,4,2021
2021-11-01,5.680671192519534,3.539,132719,753933.0,452937.0,300996.0,156.0,4,2978.0,0,9601605,4.5,26.8,1452.6111957699998,1.7370693934489088,11.795989390176507,13.533058783625416,13.023508321945965,12.614852254606168,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,11,4,2021
2021-11-08,5.9393614208619105,3.616,128598,763790.0,458387.0,305403.0,157.0,4,3693.0,0,9601605,4.5,26.8,1452.6111957699998,1.7816016226900848,11.764446538565187,13.546048161255273,13.035469084469185,12.629387494901133,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,11,4,2021
2021-11-15,5.0814189617971826,3.557,141822,720657.0,427781.0,292876.0,158.0,4,4336.0,0,9601605,4.5,26.8,1452.6111957699998,1.6255905457753534,11.862328029141853,13.487918574917206,12.96636666136691,12.587504590230218,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,11,4,2021
2021-11-22,5.241430536853814,3.565,136648,716231.0,428156.0,288075.0,159.0,4,3824.0,0,9601605,4.5,26.8,1452.6111957699998,1.6565944642907304,11.825163555317896,13.481758019608627,12.967242894136364,12.570976141882216,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,11,4,2021
2021-11-29,4.872305048275091,3.501,143138,697412.0,421322.0,276090.0,160.0,4,6956.0,0,9601605,4.5,26.8,1452.6111957699998,1.583567140983451,11.871564478860197,13.455131619843648,12.951152665924875,12.528482178501012,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,11,4,2021
