Trip Start Timestamp,Trips
10/7/2021,"161,899"
10/8/2021,"195,452"
10/9/2021,"223,979"
10/10/2021,"158,637"
10/11/2021,"128,876"
10/12/2021,"130,753"
10/13/2021,"138,472"
10/14/2021,"155,263"
10/15/2021,"195,592"
10/16/2021,"227,804"
10/17/2021,"170,712"
10/18/2021,"128,908"
10/19/2021,"131,834"
10/20/2021,"137,696"
10/21/2021,"161,753"
10/22/2021,"197,889"
10/23/2021,"230,541"
10/24/2021,"177,909"
10/25/2021,"133,823"
10/26/2021,"133,330"
10/27/2021,"141,026"
10/28/2021,"165,871"
10/29/2021,"218,262"
10/30/2021,"252,532"
10/31/2021,"198,498"
11/1/2021,"132,719"
11/2/2021,"127,322"
11/3/2021,"141,273"
11/4/2021,"159,915"
11/5/2021,"197,621"
11/6/2021,"226,875"
11/7/2021,"165,783"
11/8/2021,"128,598"
11/9/2021,"132,625"
11/10/2021,"147,327"
11/11/2021,"167,115"
11/12/2021,"209,787"
11/13/2021,"246,876"
11/14/2021,"175,216"
11/15/2021,"141,822"
11/16/2021,"144,258"
11/17/2021,"156,551"
11/18/2021,"177,322"
11/19/2021,"207,895"
11/20/2021,"228,998"
11/21/2021,"173,955"
11/22/2021,"136,648"
11/23/2021,"140,664"
11/24/2021,"159,988"
11/25/2021,"114,536"
11/26/2021,"146,249"
11/27/2021,"181,573"
11/28/2021,"143,437"
11/29/2021,"143,138"
11/30/2021,"147,633"
12/1/2021,"153,381"
12/2/2021,"168,624"
12/3/2021,"215,351"
12/4/2021,"253,597"
12/5/2021,"187,496"
12/6/2021,"152,778"
12/7/2021,"160,352"
12/8/2021,"167,167"
12/9/2021,"186,837"
12/10/2021,"226,656"
12/11/2021,"259,640"
12/12/2021,"179,843"
12/13/2021,"138,339"
12/14/2021,"149,187"
12/15/2021,"163,288"
12/16/2021,"182,009"
12/17/2021,"207,894"
12/18/2021,"224,046"
12/19/2021,"163,595"
12/20/2021,"133,951"
12/21/2021,"130,675"
12/22/2021,"135,484"
12/23/2021,"135,562"
12/24/2021,"104,554"
12/25/2021,"67,563"
12/26/2021,"91,338"
12/27/2021,"109,863"
12/28/2021,"121,424"
12/29/2021,"133,444"
12/30/2021,"152,983"
12/31/2021,"189,215"
1/1/2022,"155,635"
1/2/2022,"110,218"
1/3/2022,"120,690"
1/4/2022,"115,096"
1/5/2022,"123,569"
1/6/2022,"135,873"
1/7/2022,"170,472"
1/8/2022,"183,615"
1/9/2022,"135,945"
1/10/2022,"123,218"
1/11/2022,"123,992"
1/12/2022,"125,673"
1/13/2022,"138,723"
1/14/2022,"187,109"
1/15/2022,"214,919"
1/16/2022,"164,728"
1/17/2022,"123,681"
1/18/2022,"123,976"
1/19/2022,"139,890"
1/20/2022,"161,126"
1/21/2022,"196,693"
1/22/2022,"223,825"
1/23/2022,"155,103"
1/24/2022,"118,185"
1/25/2022,"136,845"
1/26/2022,"149,513"
1/27/2022,"153,883"
1/28/2022,"179,582"
1/29/2022,"221,509"
1/30/2022,"158,550"
1/31/2022,"132,493"
2/1/2022,"136,354"
2/2/2022,"90,750"
2/3/2022,"141,634"
2/4/2022,"187,122"
2/5/2022,"232,820"
2/6/2022,"162,032"
2/7/2022,"136,163"
2/8/2022,"137,966"
2/9/2022,"145,685"
2/10/2022,"162,790"
2/11/2022,"202,642"
2/12/2022,"240,507"
2/13/2022,"183,544"
2/14/2022,"154,077"
2/15/2022,"141,787"
2/16/2022,"150,020"
2/17/2022,"142,152"
2/18/2022,"200,647"
2/19/2022,"237,575"
2/20/2022,"170,135"
2/21/2022,"130,262"
2/22/2022,"150,889"
2/23/2022,"160,374"
2/24/2022,"173,752"
2/25/2022,"202,025"
2/26/2022,"236,947"
2/27/2022,"168,110"
2/28/2022,"122,183"
